1352,24.96,24.10,89.12,98.39,1352.00,13.61,94.16,54.59,19.75,13.17,10.50,0.30,1.85,0.00,0.52,6.58,5.40,10.06,11.69,6.36,5.99,1.63,21.75,5.18,2.44,1.85,0.59,2.22,8.21,6.66,1.04,0.07,0.37,0.37,6.07,0.22,0.37,0.00,0.07,15.98,4.36,2.14,1.92,4.73,1.48,3.11,4.22,1.11,1.48,1.33,0.89,0.15,0.59,0.00,0.15,5.84,1.26,2.00,1.33,2.74,0.22,5.47,13.76,0.74,12.35,2.29,5.62,4.81,1.04,1.55,0.15,0.37,0.30,0.00,7.62,0.00,0.30,0.74,6.43,0.00,8.73,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,4.44,0.00,4.14
986,20.47,13.89,77.11,94.85,986.00,13.29,94.62,53.04,18.05,13.49,11.26,0.20,0.91,0.61,0.51,4.56,4.87,9.94,10.24,8.22,7.51,2.84,19.98,4.16,1.93,0.91,1.52,2.23,8.32,6.39,1.83,0.71,0.71,0.00,5.78,0.51,0.61,0.61,0.41,11.46,2.64,1.22,1.22,3.14,0.91,3.45,5.68,0.91,2.54,1.12,2.03,0.51,1.32,0.00,0.00,6.90,2.03,1.42,1.12,2.23,0.51,3.85,14.81,0.30,9.94,1.22,4.46,4.67,1.52,1.93,0.20,0.81,0.20,0.00,9.63,0.20,0.20,0.81,8.62,0.00,12.07,0.00,0.00,0.00,0.00,0.00,0.00,0.20,0.00,5.98,0.00,5.88
847,21.55,13.61,96.02,95.07,847.00,11.81,94.81,58.44,21.37,15.70,14.17,0.59,0.47,0.35,0.12,5.67,4.84,12.28,11.69,6.97,6.38,2.24,21.13,5.79,3.54,1.42,0.94,1.42,7.67,6.14,1.53,0.12,0.35,0.83,9.09,1.18,0.12,1.42,0.24,17.00,2.83,1.53,2.60,4.01,2.01,4.72,2.72,0.47,1.06,1.18,0.83,0.35,0.59,0.00,0.12,6.73,1.65,2.01,2.36,1.18,0.35,3.42,15.23,1.18,12.75,2.13,4.96,5.79,2.13,1.06,0.00,0.47,0.00,0.00,4.49,0.00,0.83,0.83,2.72,0.00,5.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.60,0.00,1.18
1012,34.48,23.54,81.07,85.98,1012.00,14.53,94.57,54.35,17.59,11.96,10.08,0.10,0.30,1.09,0.40,5.63,5.93,12.15,9.68,7.91,7.41,1.58,16.90,4.94,2.87,0.99,0.69,0.99,8.20,5.53,2.08,0.79,0.49,0.59,7.31,0.49,0.30,1.48,0.10,12.15,1.88,1.98,1.38,4.25,1.48,3.26,2.27,0.69,1.28,0.30,1.28,0.40,0.59,0.00,0.10,7.51,1.38,2.67,1.19,2.67,0.40,4.25,11.07,1.68,13.54,1.28,4.94,7.41,1.09,0.69,0.00,0.10,0.00,0.00,10.18,0.00,0.40,0.99,9.09,0.00,6.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.04,0.00,1.38
591,12.59,20.83,93.20,88.70,591.00,8.63,96.79,57.87,20.47,12.69,8.80,0.34,2.88,0.34,0.34,7.78,4.74,9.48,10.15,9.31,6.26,4.57,21.32,4.40,2.88,1.35,1.52,1.18,7.11,5.41,1.69,0.68,0.34,0.17,7.95,0.85,0.00,0.51,0.51,16.07,3.38,1.69,1.02,2.71,1.52,5.92,2.88,1.02,1.02,0.85,1.35,0.17,0.51,0.00,0.51,5.58,1.35,1.35,1.02,2.03,0.34,5.41,15.91,1.02,13.20,3.05,5.25,5.58,0.85,0.85,0.51,0.51,1.18,0.00,7.28,0.00,1.86,2.20,4.23,0.00,8.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.92,0.00,2.88
1261,17.42,22.80,92.35,96.75,1261.00,13.48,96.03,56.30,22.28,17.61,12.29,0.48,3.09,1.27,0.48,4.68,4.52,10.55,9.67,6.58,6.82,3.33,20.78,6.34,4.12,0.95,1.11,2.54,10.15,7.53,2.54,0.24,0.79,0.79,9.60,0.87,0.08,1.27,0.71,18.00,5.55,0.95,1.98,4.52,1.43,5.00,4.36,0.32,3.25,0.71,1.35,0.32,0.71,0.00,0.00,6.58,1.43,1.19,1.98,1.82,0.71,3.73,16.02,1.59,9.99,1.67,4.04,4.60,1.98,0.08,0.32,0.16,0.08,0.00,5.63,0.00,1.51,1.59,2.38,0.00,12.21,0.00,0.00,0.00,0.00,0.00,0.00,0.24,0.00,5.39,0.00,6.58
722,6.65,34.38,86.80,62.54,722.00,11.08,97.51,60.39,24.10,15.65,11.50,0.28,3.19,0.14,0.55,8.45,6.09,6.79,13.99,7.34,4.57,4.43,24.24,3.88,1.66,3.19,0.69,2.77,6.37,4.16,2.22,0.28,0.55,0.83,12.33,1.11,0.28,0.00,0.97,18.70,6.37,1.80,1.25,6.51,0.97,3.88,2.63,0.00,1.39,1.11,1.25,0.42,0.28,0.00,0.28,5.54,1.80,0.69,1.66,1.80,0.14,5.54,16.34,0.83,7.34,0.42,2.63,4.29,1.11,1.25,0.28,0.00,0.00,0.00,7.89,0.00,1.80,1.25,5.68,0.00,9.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.23,0.00,3.60
1956,13.58,29.73,77.65,53.65,1956.00,10.89,96.52,60.28,22.44,13.70,9.25,0.31,2.76,0.20,1.18,8.74,3.99,11.61,12.63,7.11,6.80,2.51,22.24,3.78,2.25,1.74,0.92,2.56,6.03,3.63,2.15,0.10,0.66,1.02,8.33,0.05,0.05,0.56,0.10,15.24,3.12,1.94,2.15,3.68,0.92,4.96,1.48,0.77,0.56,0.15,1.23,0.36,0.82,0.00,0.00,8.03,0.87,2.10,2.71,2.86,0.36,3.53,16.56,1.18,10.58,1.38,5.73,3.78,1.99,0.26,0.00,0.00,0.10,0.00,8.69,0.00,0.61,1.79,6.24,0.00,9.97,0.00,0.00,0.00,0.00,0.00,0.00,0.26,0.00,6.13,0.00,3.58
1444,15.05,16.96,81.22,97.18,1444.00,10.11,96.26,54.22,21.61,15.03,12.26,0.21,1.66,0.42,0.48,6.58,3.81,9.76,10.46,8.17,5.47,2.84,21.40,4.50,4.22,0.90,0.35,2.77,11.43,8.17,3.05,0.55,0.76,0.62,8.10,0.69,0.00,0.90,0.00,17.31,3.53,1.04,1.94,4.92,2.01,4.43,2.35,0.28,1.18,0.69,1.52,0.62,0.48,0.00,0.14,7.27,2.22,1.39,1.45,2.08,1.11,2.98,16.90,0.55,8.45,1.39,3.46,3.74,0.90,1.73,0.28,0.21,0.00,0.00,10.04,0.00,0.28,2.70,6.86,0.00,9.42,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,6.37,0.00,2.98
442,9.71,11.54,78.78,96.67,442.00,12.22,95.25,54.07,19.00,10.18,7.69,0.45,1.13,0.00,0.90,8.82,4.98,9.05,11.54,9.95,5.66,6.56,22.62,7.47,1.81,0.45,1.58,2.49,8.14,6.56,1.58,0.90,0.23,0.23,4.98,0.45,0.45,0.23,0.00,16.52,4.30,0.90,0.23,6.33,0.68,4.30,2.26,0.45,0.68,0.90,0.90,0.45,0.45,0.00,0.00,8.37,1.58,1.81,1.36,3.85,0.23,3.62,18.10,0.45,9.73,1.81,3.39,4.75,2.04,0.45,0.00,0.23,0.00,0.00,7.47,0.00,1.58,2.04,4.30,0.00,12.44,0.00,0.00,0.00,0.00,0.00,0.00,0.45,0.00,11.09,0.00,0.90
963,14.68,44.64,79.58,99.00,963.00,12.25,95.74,56.91,21.50,16.10,10.90,1.87,0.83,1.45,1.04,5.40,5.30,9.66,11.42,7.37,6.13,3.74,20.87,5.09,1.45,1.14,1.25,1.66,9.14,7.58,1.45,0.10,0.42,0.42,13.40,1.45,0.62,2.08,0.73,10.49,2.49,0.93,0.62,3.01,1.35,2.70,2.70,0.62,0.62,1.45,2.39,0.52,0.93,0.00,0.10,8.10,4.47,0.52,0.83,2.70,0.21,4.26,15.68,1.04,11.94,3.22,5.40,3.84,1.77,1.35,0.52,0.31,0.10,0.00,6.02,0.10,0.83,1.35,4.15,0.00,9.87,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,7.58,0.00,2.08
1442,18.18,25.49,82.00,90.17,1442.00,15.26,97.02,57.56,20.11,13.45,9.78,0.49,1.04,0.90,1.25,6.66,3.74,11.37,10.61,6.59,7.98,3.05,19.97,5.55,2.84,1.32,0.62,2.57,6.24,5.06,1.18,0.14,0.55,0.28,8.67,0.90,0.42,1.32,0.00,15.67,3.61,1.46,1.18,5.20,1.46,3.95,3.61,0.69,1.46,1.11,1.80,0.69,1.04,0.00,0.07,7.14,2.08,1.80,2.36,1.39,0.28,4.44,13.38,1.18,11.23,2.22,4.23,5.27,2.22,1.11,0.35,0.00,0.07,0.00,8.32,0.00,0.76,1.32,6.59,0.00,6.59,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.81,0.00,2.77
1171,31.52,22.88,79.97,93.65,1171.00,12.98,95.64,53.03,16.74,10.93,9.31,0.26,0.60,0.09,0.68,5.81,5.21,11.78,9.31,9.22,7.09,1.88,16.74,3.93,3.42,1.45,1.11,2.22,6.92,5.47,1.11,0.17,0.00,0.26,5.72,0.43,0.43,0.17,0.09,13.49,3.76,1.02,0.68,5.72,0.60,2.82,4.78,0.51,2.48,1.71,2.48,1.02,1.28,0.00,0.09,5.04,1.37,0.94,0.94,1.79,0.51,3.67,11.10,0.60,10.93,0.94,4.61,5.47,1.79,0.77,0.26,0.17,0.09,0.09,11.19,0.00,0.68,1.37,9.22,0.00,9.91,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.00,4.53,0.00,5.29
1670,18.26,13.14,89.43,84.06,1670.00,12.81,95.57,62.34,18.80,12.28,10.72,0.24,0.72,0.42,0.18,6.53,5.33,12.75,11.68,10.24,8.38,2.16,19.52,4.19,4.19,1.14,0.36,2.51,7.01,5.09,1.80,0.30,0.66,0.54,5.45,0.18,0.18,0.48,0.06,15.63,2.16,1.50,1.50,4.91,2.10,4.67,3.11,0.84,1.32,0.84,1.32,0.42,0.60,0.00,0.06,5.45,1.08,1.02,1.56,1.80,0.30,5.27,12.57,0.84,12.87,2.34,5.99,4.67,1.74,1.14,0.18,0.12,0.12,0.00,4.79,0.06,0.48,0.72,3.41,0.00,7.01,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.00,4.97,0.00,1.92
1244,23.82,12.52,90.47,86.84,1244.00,13.50,95.58,57.56,17.93,11.82,10.37,0.32,0.40,0.32,0.40,6.11,4.98,12.22,9.65,10.05,7.48,2.57,18.09,3.38,2.49,1.37,1.21,2.89,6.75,5.14,1.61,0.56,0.16,0.64,5.23,0.48,0.32,0.08,0.56,13.26,2.49,0.88,0.80,4.42,1.13,4.50,2.17,0.72,0.88,0.48,2.49,0.40,1.61,0.00,0.48,6.67,1.85,1.85,1.21,1.69,0.72,3.70,12.30,0.80,12.62,1.37,5.63,5.95,1.21,1.21,0.40,0.32,0.08,0.00,9.32,0.00,0.72,0.88,8.04,0.00,8.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.47,0.00,3.14
1022,35.67,29.51,82.95,41.70,1022.00,14.97,92.47,56.16,19.08,13.31,9.39,0.49,1.76,0.88,0.78,5.77,6.46,11.74,9.78,6.75,5.77,2.45,18.88,2.74,2.35,1.17,2.94,2.25,3.42,2.15,1.27,0.10,0.29,0.78,7.93,0.78,0.29,0.98,0.20,13.60,3.33,1.17,1.17,4.31,0.88,3.72,2.25,0.98,0.59,0.59,1.17,0.68,0.29,0.00,0.20,5.19,1.96,0.88,1.17,1.37,0.20,6.85,10.86,0.88,12.33,1.96,5.19,5.09,3.13,1.37,0.20,1.37,0.49,0.20,5.38,0.00,0.59,0.59,4.21,0.00,6.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.89,0.00,1.66
1628,20.81,27.98,79.40,47.34,1628.00,13.21,94.23,58.48,18.92,11.18,7.80,1.60,0.80,0.31,0.68,7.68,5.22,11.43,10.81,7.62,8.48,2.70,18.86,3.99,2.27,1.29,0.61,3.32,5.96,3.56,2.40,0.43,0.31,0.80,6.45,0.68,0.12,0.18,0.61,13.14,2.76,0.74,1.23,4.85,0.74,4.18,2.40,1.41,0.61,0.12,0.86,0.25,0.61,0.00,0.00,6.57,2.76,0.86,1.54,1.35,0.49,5.22,11.92,1.04,12.71,1.97,6.76,4.30,2.40,1.04,0.61,0.49,0.06,0.06,8.35,0.00,0.86,1.17,6.57,0.00,9.09,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,4.42,0.00,4.61
