302	0.36397937	0.175841477	0.136346363	0.253013029	0.329098806	0.173371336	0.335857763
307	0.384414742	0.200283627	0.166610935	0.281622218	0.330114249	0.190653933	0.316432663
331	0.358068156	0.182848116	0.142800722	0.258756488	0.314037463	0.181911532	0.301117129
335	0.379205552	0.183572625	0.156508734	0.262383345	0.331478823	0.188406317	0.326537449
346	0.354031661	0.174042018	0.145613256	0.259838734	0.299741086	0.184775854	0.296242048
367	0.377283707	0.194592666	0.150219587	0.275971673	0.323940492	0.187867809	0.309722222
377	0.352038419	0.178088723	0.146475954	0.257365948	0.305389718	0.18487424	0.30527916
381	0.356333333	0.17310101	0.14489899	0.255383838	0.308292929	0.183252525	0.318333333
382	0.348634863	0.170612061	0.134728473	0.254605461	0.307305731	0.18019802	0.30139514
388	0.464124909	0.201379811	0.157189542	0.289215686	0.401960784	0.197494553	0.307480029
389	0.400500589	0.203003534	0.155506478	0.279976443	0.344964664	0.186984688	0.299793875
390	0.308777541	0.149028666	0.124520256	0.217685383	0.27594172	0.155828003	0.268005212
395	0.342000545	0.167525211	0.137244481	0.244726083	0.303488689	0.170700463	0.295993459
403	0.390494518	0.206274784	0.162141358	0.277198507	0.353568929	0.196011197	0.337940285
404	0.340926099	0.161396944	0.133613969	0.241502962	0.302167134	0.163985033	0.294543187
406	0.406106106	0.176409743	0.140974308	0.262078745	0.36299633	0.189272606	0.302152152
413	0.362588652	0.171296296	0.151004728	0.255535855	0.316213554	0.177206462	0.313711584
417	0.383015214	0.179681881	0.15175657	0.269308437	0.323374827	0.192060858	0.316141079
418	0.344022848	0.170665035	0.145226438	0.258904529	0.300407997	0.174714402	0.315310078
420	0.382227343	0.190276498	0.155099846	0.275975422	0.328632873	0.196728111	0.317511521
422	0.365975391	0.17834232	0.141227706	0.256221485	0.317855662	0.180824001	0.292071063
436	0.372376874	0.204116108	0.153652153	0.274387342	0.331501309	0.194254104	0.312859862
439	0.340099668	0.17038206	0.139296788	0.259562569	0.290581395	0.186893688	0.318067553
440	0.333854729	0.178254225	0.141450917	0.247384035	0.29412082	0.178955412	0.297716649
451	0.361823279	0.173559551	0.142739753	0.259000387	0.314636504	0.179224671	0.292217711
458	0.351734773	0.161475199	0.134348497	0.243934721	0.29847083	0.16228476	0.276085839
472	0.354333333	0.171777778	0.138277778	0.238814815	0.314222222	0.167722222	0.302907407
476	0.395485564	0.181496063	0.147034121	0.276902887	0.352887139	0.187874016	0.331233596
477	0.336046373	0.167652683	0.134797418	0.243767181	0.294884666	0.168405641	0.299569738
482	0.318203498	0.170888536	0.133933934	0.236539481	0.277433316	0.168106342	0.293941
483	0.395012542	0.195698687	0.153674192	0.27815405	0.336262358	0.190659584	0.305031725
484	0.362975067	0.18258291	0.151876059	0.266630356	0.310735899	0.193427741	0.307806826
489	0.361337407	0.170468432	0.155600815	0.24389002	0.322063815	0.178343517	0.311608961
490	0.337584459	0.17919482	0.145945946	0.248592342	0.291722973	0.180123874	0.29009009
492	0.324238814	0.171803018	0.135927985	0.240124437	0.292467567	0.175589092	0.291382049
